title,nose,taste,finish,score
"WhistlePig 10 Single Barrel ""K&L Swine Merchants"" #2449 (MGP)","A fierce Rye, just the way I like it. Big Rye spice, vanilla, smooth wood, sharp green apple, lots of dill, beautiful toasted oak notes, sweet fruitiness, cinnamon cherry,","Fierce and delicious Rye for sure. Green apple, fierce peppery Rye, clove, minty freshness, slight dill, sticky sweet caramel, awesome vanilla, toasted wood, rich cherry sweetness. Big fierce flavor but it has a very even tempo and huge mouthfeel, not overly hot. Not hugely oaky either which is surprising given the age.","Tons of clove and peppery Rye, charred wood, sweet vanilla, fruitiness. Leaves the mouth minty, peppery, and numb.",8
"WhistlePig 10 Single Barrel ""K&L Swine Merchants"" #2447 (MGP)","Super minty and smooth. Minty Rye spice, graham crackers, deeply toasted wood, orange zest, vanilla, chocolate, pepper, toasted wood. Smells fucking delicious, like I could eat it.","Very sharp and cutting minty Rye but with lots of smoothly rich barrel notes. Peppery spice, mint, deep charred wood, pepper, hot cherry, milk chocolate, vanilla","A long, spicy and minty Rye finish. Minty Rye, hot cherry, charred wood. Very peppery and mouth-numbingly minty",7
"WhistlePig 10 Single Barrel ""K&L Swine Merchants"" #2444 (MGP)","Rich toasted oak, chocolatey wood, vanilla, orange, smooth minty Rye. Overall quite mellow on the nose.","Chocolate toasted wood, quickly fires up into hot cinnamon burn, cherry syrup, minty rye, sweet caramel. This could almost pass for a hot and spicy FRPS except it's more minty and Rye forward.","Hot and fierce on the finish. Chocolate, pepper, hot sweet cherry, smooth minty Rye",6
"Russell's Reserve Single Barrel K&L pick, barrel 246","Very inviting and sweet with so much delicious musty wood, pretty sure I could peg this for a Wild Turkey from the nose alone. Sweet caramel and corn, big musty and chocolatey smooth wood, tons of vanilla, friendly toasted oak, mint and herbal spice.","Rich toasted wood and sweet caramel, vanilla, fruitiness and huge corn sweetness, nicely balanced Wild Turkey musty funk(in a good way). Friendly spice and mint that is just perfect. It's so smoothly wood-rich and Bourbon-y but without being aggressive or in your face about it. It just smoothly and confidently delivers lots delicious flavor.","Big spicy finish. Sweet corn, kicks up the herbal spice with lots of rich toasted wood and chocolate",7
"Four Roses OESF, Bevmo","Smooth and rich, quite fruity with a metallic zing. Zesty orange, big toasted wood, strawberry, cherry, vanilla, malt cereal, minty spice","Lots of smooth, friendly fruitiness. Not the assault I'm used to with these but it's very pleasant. Warm strawberry and orange, smooth caramel, a slight hot cherry burn, rounded malt grain, minty fresh, charred oak and light chocolate, metallic zing.","Continues with a long and super fruity finish, rich caramel, mellow spice, leaves with a very nice mintiness.",7
Glenmorangie Astar,"Malty and rich Scotch. Honey, rich toffee, vanilla, floral notes, delicious toasted oak","Honey and rich malt, creamy and smooth. sweet pastry, vanilla, rich caramel malt, custard, lightly toasted wood, warm and lightly tart fruitiness. Excellent mouthfeel, it's very smooth and drinkable but still has lots of rich flavor. Tastes expertly crafted","Very nice finish, it's complex and pleasantly sweet. Builds to big chocolate and rich vanilla, fades out sweetly with light fruitiness, vanilla, cake frosting, and a little bit of barrel char.",7
"Glenlivet 11, Signatory The Whisky Barrel pick, 66.8% (done blind)","Lots of fruity orange and cherry hits and sets a fun tone. Gritty caramel, graham cracker, dark charred wood, clove, pepper, vanilla. Big and dramatic entrance yet warm and inviting","Huge syrupy-sweet cherry and bright fruit, rich caramel, clean toasted wood, thick graininess, bright peppery spice. It's about as sweet and fruity as Bourbon can get and still maintain it's dignity, because this is good.","Long sweet and fruity. Dark cherry cola, charred wood, beautifully sweet red-hot cinnamon burn. Just the right amount of heat to be interesting and lively.",8
"Dailuaine 19 Cadenhead, 57.5%","The kind of citrusy and malty Scotch nose I've enjoyed many times before. Quite typical in a good way. Lemon, hay and grassy malt, some richer caramel, smooth and rich vanilla, a dainty and clean floral quality. There's a slight funky twang to it that is kinda nice","Hot and pretty thick on the tongue, has a big presence. Some water evens it out nicely. Thick butterscotch maltiness, light caramel, slight lemon zest, vanilla frosting, a big even-keeled kind of fruitiness that goes very well with the thick malt.","Thick malt and fruitiness, gritty caramel, finishes with lots of vanilla and an interesting kind of funky ""fruit twang."" This stuff really shines on the finish, it stays delicious and complex long after it has gone.",7
"Glen Scotia 12 G&M, 62.3% (Campbeltown series)","Tons of funk and brine, oh my yes. Salted caramel, boggy sea brine, lots of scrumptious pastry malt, lemon zest, rich fruitiness, vanilla, smooth chocolate, wet wood, briny and earthy smoke and funk.","Strong ocean brine and sharp Scotchy caramel hits hard, it's like standing in the ocean and drinking Scotch while a strong wave crashes into you. A lot of that is the high ABV I think, which delivers huge flavor and not just heat. Thick sticky caramel and malt, graham cracker, sweet vanilla, clean brine, gritty wood char, dry sweet fruitiness, light sherry, sharp peppery spice, chocolate, toasted wood","Huge fruity finish, GODS IT LASTS LONG. Peppery spice, rich fruitiness, brine, rich toasted caramel.",9
Glen Scotia 15 (Campbeltown series),"Darkly rich and gritty, smooth and toasted. Graham Cracker, chocolate, burnt toffee, toasted wood, vanilla, some subtle peat","Sweet vanilla, brine, delicious smooth chocolate, orange, pastry malt, pepper, rich toasted wood, more vanilla","Brightens up with sweet caramel and vanilla, some fruitiness, spicy toasted wood",6
Springbank 12 Cask Strength (Campbeltown series),"Chocolate, rich toffee, lovely wet wood funk, tart berry, more chocolate, coffee, wood char and toasted barrel, smooths out into nice earthy peat","Explosion of dark richness. Caramel, gritty wood char, then sweeter fruit and sherry that just pops. Rich chocolate, toasted wood, burnt toffee, wet wood. It has lots of delicious funk and earthiness. More delicious fruit emerges the longer it sits. Very nice.","Sweet maltiness, sharp bright fruit, smooth chocolate, toasted wood that descends into a beautiful dark char. Smooth and pleasant finish for a bruiser of a Scotch.",8
Springbank 18 (Campbeltown series),"Sweet and rich. Honey, caramel, pastry malt, vanilla, chocolate toasted wood, dried fruit and pear, friendly peat and funk","Rich, smooth, and sweet. Rich caramel and sweet vanilla, pastry malt, fun fruitiness, light and mellow smoke, rich friendly toasted wood, slight sherry funk, chocolate, cake icing.","Sweet pastry, vanilla, cake icing. It is super sweet and pleasant on the finish",7
Springbank 10 (Campbeltown series),"Fudgy chocolate, rich toffee, medicinal peat, vanilla, thick malt, wet wood funk, lots of toasted char. It's thick and sludgy and rich, toasted and dark. Delicious and unique.","Rich, funky, and malty. Smooth caramel malt, milk chocolate, vanilla, toasted wood, earthy funk and light smoke. Some fun fruits briefly brighten it up. Not as peaty as the nose, it ends up being very well balanced and chocolatey smooth.","Chocolatey toasted wood and rich caramel malt. A smooth, rich finish. Not a jaw-dropping finish but it's nice.",6
Kilkerran 8yr cask strength (campbeltown series),"Bourbon barrel goodness. Rich pastry and toffee maltiness, chocolate fudge, mouth-watering brine, leather, vanilla, lemon zest, medicinal peat","Huge and delicious with a thick, smooth mouthfeel. Pops with wonderful malty flavors of bright pastry and rich toffee, lemon, big vanilla, gritty coastal brine. There's plenty of clean medicinal peat but it's not big or overpowering at all, just adds to the tapestry and complexity of flavors here.","Sweet thick pastry malt, toffee, and leathery peat. It's clean and crisp and sweet with just the right amount of peat.",8
Kilkerran 12 (Campbeltown series),"Thick and malty with so much brine. Thick toffee and caramel, rich hay malt, leather, chocolate, beautiful clean brine, light peat, menthol, tart fruit.","Malty with nice Bourbon barrel notes. Toffee and sugary pastry, rich smooth malt, musty chocolate, lots of brine, earthy smoke, leather",Even saltier on the finish with some smoke and lots of thick caramel and chocolate,7
"and a request for any info on: Michter's Pennsylvania ""Pot Still Whiskey"" decanter","smooth and darkly rich. Maple, rich toasted oak, vanilla, darkly sweet, very mild spice.","a little thin, but good. I think it's just the low abv and not necessarily stale or bad. Caramel and mild minty spice, thin chocolate, nice toasted wood, cherry coke. Rich in flavor but thin in mouthfeel.","chocolate, vanilla, toasted oak. Dark rich flavors but thin",5
Charbay Hop Flavored Whiskey release III,"Rich and full. Maple and rich toasted oak, vanilla, thick caramel and cherry spice, creamy chocolate, some nice mintiness. Dark and toasted nose, but sweet and clean and not aggressive.","Flavor explosion, this is really something else! Now I see how Goldfish was able to pick this out so easily in a blind taste, this is pretty fucking unique. It starts out very clean with sweet dark cherry and dark toasted oak then it just explodes with gritty barrel char and caramel, exciting spice, bright cherry, black tea, clove. You are slowly and expertly hit by tons of skunky weed. The vague weed-like flavor that you get in some hoppy IPA's is amplified, and it tastes more like pine and good weed than it does beer hops.","The pine fresh skunkiness builds, it's beautiful and mouth-numbing. It's like I'm exhaling a hit of weed while chewing on winterfresh gum, but all the while there's a beautiful Whisky finish of burnt caramel, rye spice, barrel char, and super long lasting dark cherry.",8
Knob Creek Cask Strength Rye 59.8% (done blind),"Burnt caramel, darkly charred oak, tobacco, strong corn sweetness, musty wood","Burnt and charred at first but still very sweet. Smooth dark toasted wood, brightens up with big corn sweetness and caramel, mellow peppery spice, slight menthol. It's higher proof, lively and spicy on the tongue but not overly hot at all","Nice finish, corn sweetness with mild spice and smooth chocolatey wood notes",7
"Laphroaig Cairdeas 2018 ""Fino""","Mean Laphroaig nose on this one. Creosote and tar, ashy char, burnt rubber, sharp medicinal peat, earthy wine and cherry sweetness, lots of toasted oak and wood char, chocolate, vanilla, menthol","Brine and dark toffee, creosote, big Laphroaig peat assault, root beer char. The sherry influence isn't huge here, but there are some pleasant notes of tart berries, sweet fruitiness and creamy butterscotch that does set it apart from your standard Bourbon barrel Laphroaig. Lots of delicious vanilla too which is kind of a Laphroaig signature to me.","Explosion of briny phenolic peat and huge vanilla, leaves wonderfully charred and minty and so peaty.",7
1984 Old Grand Dad 43%,"Sweet and buttery smooth. Sweet maple and butterscotch, chocolate, cinnamon, smooth wood richness. Just delicious, sweet, and totally inviting on the nose.","Yum! Very sweet and smooth. And I mean smooth in a nice and flavorful way, if I meant thin or watered down I would say so. Butterscotch and cinnamon, light chocolate, brown sugar, some cherry candy fruitiness, thinnish wood. Not gonna sit here and say it drinks way above it's 43% weight class or anything, but it does do very well at the proof. Unfortunately, there's also some bitter notes that kind of intrude on the otherwise lovely flavor.","Just gets sweeter on the finish with butterscotch, honey, and sweet cherry. It also gets significantly more bitter and metallic, doesn't ruin it but I wish it wasn't there.",6
Colonel E.H. Taylor small batch BIB,"Rich, smooth oak. Pipe tobacco, woodshop, vanilla, orange-y warmth, bitter caramel, peppery menthol. It's super oaky in a big, warm, and friendly way. It smells like it's going for a certain profile and is very sure of itself, it doesn't have a lot of spice or sweetness getting in the way","Big smooth oak, a little tannic even. Sweet and peppery enough to be interesting, but without that ""Bourbon punch"" to the face. Dark cherry, wood char, friendly peppery spice. There's sweetness but it's dark and charred, like brown sugar and burnt caramel. That big oaky embrace permeates it all though.","Peppery and oaky, with corn Whiskey sweetness. Rich wood lingers nicely",6
"Springbank 14 ""Bourbon Wood"" 55.8%","So Springbanky, extra peaty though. Earthy peat, menthol, big toasted wood, tons and tons of chocolate, thick toffee and funk, nice sharp brine.","Super thick and rich, not as peaty as the nose. Bright toffee and brine, sweet vanilla, light funky peat, so much rich beautiful toasted wood, thick fudgey chocolate. It's earthy, funky, rich, toasted, briny, Scotchy, bright, dark, and sweet all together. Complex but so deliciously direct. It's fiercely Springbank all the way.","Long finish of charred oak, thick scotchy caramel funk, brine. Rides out long, rich, and thick.",8
"""Ledaig 13"" G&M Binny's pick, 56.9%","Delicious peat monster for sure. Charred medicinal peat, lots of clean brine, caramel, milk chocolate, vanilla, tar. There might be a kind of smooth and dark undercurrent of fruity sherry funk, but if I wasn't looking for it I don't think I would find it.","Still a peat monster, but it's sweet and surprisingly light within that context. Sweet caramel and vanilla icing, charred peat, ashy and burnt wood, delicate chocolate, warm dark fruitiness. Again if there is any sherry influence here it doesn't jump out, but maybe helps to create a dark and fruity mouthfeel along with the fierce charred peat.","Warm and fruity caramel, menthol, intense peat and lots of brine. Clean, sweet peat lingers.",6
"High West ""Double Rye!"" Rum cask single barrel, Hi-Time Wine","It's rich and elegant, doesn't jump out at you and attack the senses. Toffee, creamy pastry, tart berry, metallic twang, banana, clove spice and lots of dill, light chocolate, vanilla","It's sweet and rich, but also brighter and more ""fun"" than the nose. Brash Rye spice and clean crisp clove, settles down into yummy banana, sweet and creamy cereal malt/pastry, dill, orange, toffee, vanilla, caramelized barrel char.","Light and sweet finish. Sweet sugar pastry, light caramel, easygoing but lingering Rye spice",7
"Russel's Reserve Single Barrel, Tippins Market","That familiar Russel's Reserve Nose that I'm starting to love. It's big and it perfectly embodies the dark, rich, and soft side of Bourbon. Chocolate, rich mahogany, brown sugar with warm orange, musty wood, vanilla, plenty of smooth toasted wood, some menthol and slight spice. Just a hint of sweet cherry","Peppery spice and clove hit for a nice spicy opener, then it brightens up just a little with rich maple and brown sugar. Nice chocolatey wood that isn't remotely charred or tannic, tinny caramel, Wild Turkey musty wood funk, orange, hot cherry.","Smooth chocolate and vanilla, cherry sweetness, and a nice clove spice that tingles all the way down.",7
"Port Charlotte 10 ""second limited edition""","Fruity and lively with huge friendly peat and vanilla. It's a clean medicinal peat that is Islay-huge, yet melds beautifully and doesn't dominate. Tons(and tons) of vanilla, chocolate, tart berry, green apple, rich caramel, malt, strawberry, menthol, charred wood, brine. It smells peaty and fruity and fun with a big vanilla embrace","Warm vanilla with big phenolic Islay peat. The phenolic peat is huge and clean and so delicious, yet feels very natural and friendly without being too heavy-handed. Sharp caramel and fun fruity flavors emerge, tart berry, sweet vanilla, perfect Islay brine, chocolate covered strawberry, still more vanilla, cake frosting.","Charred wood, sweet vanilla, and beautiful, beautiful phenolic peat. It all melds in a warm, friendly way, best way to describe it is ""brightly dark""(I know that doesn't make sense). Leaves you feeling so right.",7
"WhistlePig 10yr single barrel, France44","Creamy butterscotch and cinnamon, a healthy dose of musty toasted wood, smooth dark minty rye, cherry sweetness, rich caramel, peppery spice.","Rich caramel and cherry syrup with coooool minty rye, tannic and funky wood, cinnamon, crisp green apple and fruits, creamy butterscotch, friendly peppery spice, smooth toasted oak","Sweet cherry, cinnamon, big menthol and minty Rye. A very crisp and minty cherry finish",7
"Knob Creek Single Barrel Bourbon, Tippins Market","Deeply huge toasted wood. Like, perfectly toasted wood. Not tannic, or super-charred, or overly woody, no hint of must or funk, just the definition of perfectly toasted Bourbon-y oak. There's chocolate, tobacco, dark fruits, menthol spice, burnt sticky maple, but all these flavors just dance around with the huge toasted oak that defines this nose","That same huge, clean oakiness translates perfectly to the taste. But even with the huge wood notes it is fun, bright and nimble on the palate. Darkly sweet caramel and huge toasted oak, burnt maple, metallic sweetness, warm orange zest, fruity cherry, the perfect amount of mouth-tingling spice. Just wow.","Plenty of oak that gets more and more charred, but sweet burnt toffee and caramel take over on the finish with tons of lovely spice",8
"Signatory Un-Chillfiltered ""Bowmore 11"" 46%","Rich clean smoke, but far from being a peat assault. Light caramel and vanilla, mild charred wood, some slight menthol. Everything about this nose is light and reserved","Clean and reserved, delicate almost. It has a clean, gleaming caramel quality to it, with a smoky background that intertwines rather than laying over everything. Actually it almost tastes like a blend with just a mild smoke influence. Very light floral sweetness, sweet vanilla icing, nothing remotely rich or dark here.","Not a huge finish, delicate caramel and vanilla icing with very mild charred smoke",5
"Exclusive Malts ""Ardmore 12,"" 56.3%","Deliciously ashy and charred peat, sweet vanilla, mineral funk, milk chocolate, root beer char, nose-tingling menthol. Dark, charred and mean peat on the nose, it's real nice.","...aaand much friendlier and softer on the palate. Smooth rich caramel and malt, milk chocolate, clean friendly smoke, lots of sweet vanilla, a mild kind of sweet fruitiness. There's some char and ash but it's mild and in the background. This Scotch gets thicker and richer with more air, I'm enjoying it more and more the longer it sits out.","Sweet and floral with strong friendly peat and caramel, leaves with a very mild char. Sweet and pleasant.",6
Old Overholt Bonded Rye,"Light and pleasant. Clean menthol rye and oregano. Light and smooth bourbon-y notes of vanilla, caramel, mellow barrel char. Wet cardboard.","Zing of Bourbon corn with sweet vanilla and smooth toffee, very mild spice, lightly toasted oak. Light Rye that lends more of a menthol-y ""feeling"" rather than outright flavor. Pleasant and inoffensive, but lacks any real punch or wow factor.","Sweet finish with basic Bourbon corn and more of that clean ""background"" menthol and rye spice",5
"Four Roses OBSQ, McScrooge's","Classic FRPS nose, a bit on the dark side though. Clean rich caramel and cherry syrup zing, darkly burnt wood char, cocao fudge, vanilla(which I don't usually get in these), thick spice that pops clean and bright, spicy and floral with sharp corn.","Dark and rich, but it slowly builds big and spicy and sweet. Dark burnt caramel and molasses with tannic wood, cherry cough syrup, sticky toffee, dark and rich rye spice, brighter fruit sweetness. The dark caramel and toffee is thick and sludgy, mixes well with the brighter flavors of sweetly rich fruit and spice. Besides the deliciousness, these competing light and dark notes also make for an interesting and engaging mouthfeel.","Perfect toasted oak and rich sweet black cherry, slowly builds brighter from the initial taste and lingers nicely.",7
"WhistlePig 10yr single barrel, Bevmo pick","Darkly charred wood and minty Rye intertwine nicely. Burnt caramel, root beer char, cocoa, mint and evergreen, sweet black cherry. A healthy dose of musty wet wood","Brash cinnamon red-hot and Rye spice hit strongly, first impression is that it's quite hot and not as interesting as the nose. Some nicer flavors emerge as it calms down, Vanilla and caramel, buttery pastry, clean smooth Rye spice. Nothing that is outright ""bad"" or unpleasant, but kind of thin and overly hot. With quite a bit of air it gets a little more bright and pleasant.","Hot cinnamon and Rye spice with some caramel and cherry. Long, hot finish",6
"Staoisha 3yr(heavily peated Bunnahabhain), John Milroy K&L pick","A combination of fresh young spirit and clean peat that doesn't dominate as much as I would think. Mineral peat, thin vanilla, ash, buttered popcorn, tart fruit, clean and sharp youthful spirit.","Vanilla and earthy peat, tart green apple fruit, root beer char. There's plenty of new make flavor here too, it's hard to describe but it tastes fruity and metallic to me. The flavors are all pretty simple and easygoing, nothing jumps out as really huge or offensive. It gets much smoother and more balanced the longer it sits out, very nice.","Finish is surprisingly big actually, with sweet vanilla and warm, friendly charred peat.",6
"Clynelish 10yr, Signatory K&L pick","Butterscotch, honey, vanilla, green apple and pear, overall pleasant Bourbon barrel malt notes but with a pretty prominent kind of tart funk. Is this the waxiness everyone always talks about with Clynelish? It's almost off-putting but actually makes it interesting to me.","Sweet caramel malt, bright and tart fruitiness, vanilla, yummy pear, banana funk. It's somewhere between being a light, floral Scotch and a rich, heavy, robust Malt.","Sweet caramel and vanilla with light, pleasant fruitiness. A nice, easygoing finish",6
"Four Roses OBSF, Hi-Time Wine","A smooth, soft nose. Brown sugar and chocolate, strawberry, lots of musty wood, mint, baked bread, candy corn","A little sharper and brighter than the nose, but still maintains a beautifully soft and well-rounded mouthfeel. A zing of sweet corn and cherry syrup, settles into softer orange zest, warm fruitiness, caramel, roasted marshmallow, and that perfectly toasted oak","Brash and complex finish that leaves charred and sweet. Chocolatey charred oak, black cherry, mint",8
"Blackadder Raw Cask ""Blairfindy 16""","Grassy malt, vanilla, briny funk, sweet cake frosting, berries and fruit. Sweet and fun","Thick, oily and sweet. Cake frosting, honey, some earthy and briny funk, sweet malt, vanilla, sugar cookie. The malty sweetness rides very steady and dense.",Honey and big grassy malt with some nice brininess and mouth numbing toasted wood. Rides out long and sweet.,7
"Blackadder Raw Cask ""Bowmore 17""","Creamy chocolate interwoven with smooth phenolic peat, dark berries, rich caramel, big dark vanilla, strong oak, more phenolic peat that gives way to minty evergreen","The smooth, laid back peat kind of takes a back seat to rich, chocolatey barrel notes. Creamy chocolate, sweet vanilla cream, thick caramel maltiness, clean and friendly phenolic peat, peppery clove","Brightens up with sweet berries, vanilla and peat, ends peppery and minty and peaty",7
Barrel Whisey batch 005 (done blind),"Wonderful malty Scotch! Sharp malty caramel, sweet vanilla, green apple, grassy hay, peppery, chocolate","Big sweet and malty blast, creamy butterscotch, grassy malt, floral zing, green apple, a sour twang that works nicely",Sweet malty caramel and tons of green apple,7
Wild Turkey Longbranch (done blind),"Light caramel, orange, herbal spice, menthol, mild toasted oak","Pleasant, but it's kind of thin and one dimensional. Caramel, orange zest, slight peppery spice.","Falls flat, a pretty thin and typical caramel/brown sugar and cherry thing :/",5
Laphroaig Triple Wood,"Strong Laphroaig nose of medicinal and ashy peat, caramel, vanilla, sweet honey, some nice warm fruit, barrel char. The sherry influence is not immediately apparent to me, it's just strong Islay peat goodness that leans on the sweeter and fruitier side.","Darkly sweet with ashy char and smoldering peat, dark caramel richness. Brown sugar, fruity, lots of clean vanilla. The peat is there but it's dark and sweet and smoldering, not an in-your face peat assault. Again it doesn't scream ""sherried,"" to me, it's clean and peaty but with a darkly sweet edge to it.","Charred with sweet caramel and that dark, smoldering peat. Leaves ashy and charred and peaty with a wonderful fruity sweetness. A tad quick on the finish but still wonderful.",7
Springbank 15 (done blind),"Peat and smoke, medicinal, rubber, tarry and ashy, vanilla, sweet sugar and barrel char","Caramel and graham cracker, rich chocolate, sweet vanilla, warm friendly smoke and barrel char.","Finish gets sweet with vanilla and nice smoke that is very friendly and approachable, ends with a lightly ashy char",6
Smooth Ambler Old Scout Rye 7/99,"Dark and rich but with a nice Rye sweetness too. Sweet cherry, warm spiced Rye, darkly rich toasted wood, orange and chocolate, light dill, minty freshness","Rich, spicy Rye with lots of dark and toasted sweetness. Beautifully toasted oak, burnt caramel, maple, mint, mild dill, warm sweet cherry. Orange and grape fruitiness.",Rye spice and caramel lingers with tons of Rich chocolate and toasted wood,7
Single Cask Nation Laphroaig 5,"We have peat! Heavily peated, smooth and creamy. Clean peat, deep vanilla, barrel charred goodness, musty funk, a nice fun fruitiness and warmth.","The nose is very nice but it's kind of stable and controlled, the flavor explodes way more than I was expecting. Big fruity sweetness, creamy vanilla, darkly charred goodness, intensely heavy yet clean smoke. Some wildcard flavors of cinnamon and spice in there too. Peaty but with a complexity that flows effortlessly, very nice and very fun.","Delicious vanilla and smoke, root beer char and clean menthol. It's textbook peat finish as it should be imo.",7
Balcones Rumble (done blind),"Delicious! Sticky sweet caramel and fudge, butterscotch, deeply rich fruitiness like plums and dark cherry. Mint and spice on the tail end that morphs into a mentholy zing to the nose.","Oh wow it's spicy. Starts as kind of a light and sweet Whiskey, some caramel and warm citrus, and then it's cinnamon red hots right up front",The red hot cinnamon and spice just keeps building stronger. Never had such a cinnamony taste linger so long.,4
Glenfiddich 15 Distillery Edition 51% (done blind),"Sweet sherry, cake frosting, fun strawberry and tart berry fruitiness, orange, fresh pastry. Fantastic nose on this, so fun and sweet and yummy.","Definitely cask strength, it hits hard. I added a drop of water to smooth it out and enjoy the sweet sherry more. Water helps a lot here, it's dark and rich but still has that fun fruitiness. Dark fruit and strawberry, tart cherry, plum, rich spices, thick caramel. It's thick and builds beautifully.","Builds to huge, sweet and fruity finale. Super rich with nice gritty barrel char.",8
"That Boutique-y Whisky Company ""Ardbeg 12"" (done blind)","Intense and briny peat, citrus,sweet grassy malt, butterscotch","Sweet malt, smoke is clean and light and not as intense as on the nose. Sweet vanilla, butterscotch","Super sweet on the finish, thick caramel and brown sugar",7
Green Spot Irish Whiskey (done blind),"A lightly sherried malt I think, dry and fruity. Light strawberry and plum fruitiness, smooth caramel and malt, apple, very light spice","Kind of watered down. Honey and caramel, smooth pastry malt, sweet fruitiness. Just kind of lightly and sweetly moves along, not a big production but pleasant enough.","Honey, vanilla icing, light fruit. Short and sweet.",6
Balblair 17yr Whisky Exchange exclusive,"Beautiful nose that is rich, sweet and fruity. Cinnamon apple, tart cherry, fudge, caramel and toffee.","Fruity richness that builds slow and huge. Caramel, dark cherry, strawberry, dark chocolate. It's thick and silky smooth, excellent mouthfeel.","A slow burn of dark rich fruit, ends dark and gritty. It's not a huge finish, but still delicious.",7
Single Cask Nation Ben Nevis 20,"Malty and Scotchy but with a huge warm backbone of sweet sherry and chocolate. Honey, chocolate, caramel malt, brine, raisin, prune, strawberry and cherry sweetness, a little tart","Caramel malt and chocolate, the sherry is there but much more darker than it was on the nose. Definitely needed some water for me, and it opens up dark and sweet and complex. Sweet grape drink and strawberry, ashy char, brine, earthy richness, chocolate.","Long and lingering finish that is dark and charred, lots of earthy sweetness and rich caramel maltiness.",8
Nikka Whisky from the Barrel,"Caramel, toffee, thick vanilla. It's dark and earthy and rich but in a light, easygoing way. Sweet tart berries, graham cracker, some chocolate and woody char.","Smooth chocolate and earthy caramel, ashy and toasted wood, bitter tannins, cinnamon. Not much of the sweetness the nose had, it's earthy and dark and smooth.","Earthy and charred and chocolatey, but with more pleasant sweet fruitiness and caramel popping up.",6
"Weller Antique 107 SiB, K&L wine","First impression is that this is super sweet and pleasant. Sweet brown sugar and butterscotch, creamy wheat, light maple syrup, green apple, an easy sawdust kind of woodiness","Yep, it's a really sweet one but definitely has much more going on than that. Honey and sweet butterscotch, creamy wheat, delicious brown sugar, sharp green apple and a cinnamon burn, lightly toasted wood.","The easygoing creamy sweetness basically holds, but darkens a little into gritty caramel, spicy cinnamon, and toasted wood. Not a real long or powerful finish, but super tasty.",8
Laphroaig Cairdeas 2013 Portwood,"Bit of a muted nose. Caramel and thick strawberry fruit, dark chocolate, vanilla, the peat is very subdued and brooding. Rich wood(like wood furniture) and char.","Gritty dark chocolate and toasted wood, dark and rich fruit like strawberry and plum, thick and sludgy peat, you can almost chew on this. It's creamy and thick but velvety soft at the same time.","Continues dark and mysterious, with darkly-dark chocolate, darkly warm fruit sweetness, and sneaky peat",7
Laphroaig Cairdeas 2014 Amontillado,"Malty caramel, heavy medicinal peat that is rock solid and clean, ocean brine, smooth chocolatey wood, some light friendly char. The wine finish is not strong or readily apparent to me, maybe just a nuttiness and sweet funk.","It has a smooth, rounded, and sweet mouthfeel, not an Islay smack to the face at all. Smooth chocolate and caramel malt with clean medicinal peat, light root beer char, earthy sweetness, honey, grape fruitiness, menthol","Clean, shimmering caramel and smooth chocolate, honey, leaves with light phenolic peat and ashy char.",7
"Booker's ""Bluegill Creek""","Brown sugar, sticky molasses, apple, sweet cherry, clean toasted oak, musty and funky wood, a harsh perfumy alcohol burn.","Syrupy sweet cherry, caramel, corn, herbal peppery spice, red hot cinnamon, earthy must. Big toasted wood but not in a heavy, oaky way, it's cleaner.",Clean and spicy toasted oak with tons of red hot cherry sweetness,6
Wolfburn Aroura,"Vanilla, cake frosting, honey, brine, light plum and apple fruitiness, floral perfume, wood funk. Sweet and pleasant, with minimal sherry influence.","Sweet fruit and honey, vanilla, apple and pear, Gritty and malty sweet grain notes that give it some nicer body. It's sweet and malty with a light fruity touch. Smooth and mellow, not young or harsh tasting in any way.","Malty and more of that light, sweet fruitiness. It finishes sweet with vanilla, rich malt and mild spice.",7
"SMWS 35.190 (Glen Moray 16) ""hot apple and cinnamon sponge""","Wow, I instantly get the reference to ""hot apple and cinnamon"" in the name. It's like a christmas potpourri. Chocolate, baking spices, toasted cinnamon wood, rich warm fruit, sweet strawberry.","Dark, syrupy cherry and tart fruit hits big. Gets gritty and chocolatey in a real nice way, warm fruit, baking spices, toasted oak, cinnamon","Sweet burnt fruit(does that make sense?) that peaks real bright, with rich chocolate, cinnamon and wood spice",8
Weller Antique 107 SiB Loch and Key,"Sweet creamy butterscotch, slightly bitter toasted wood, thin vanilla, burnt caramel, dark cherry. It's definitely oakier than I remember standard 107 being, and it has just enough tannic bitterness to possibly turn some people off, but I really like it.","Sweet and lightly oaky. Caramel and sweet cherry, honey, cinnamon red hot candy, friendly toasted oak that isn't as strong as the nose. The sweet creamy wheat is there but kind of thin and toned down. It's refreshing and ""pops"" with a gentle creamy sweetness.","Cherry cough syrup, creamy wheat, red hot cinnamon burn. Not really much of a finish, but pleasant enough.",6
